,accuracy,loss,val_accuracy,val_loss
0,0.6940786242485046,0.9385550618171692,0.8125734329223633,0.5657525658607483
1,0.8461059927940369,0.47415482997894287,0.8448883891105652,0.48633477091789246
2,0.8734833598136902,0.3758912980556488,0.8507637977600098,0.46312034130096436
3,0.8960904479026794,0.316223680973053,0.8554641604423523,0.4439249634742737
4,0.906356930732727,0.2782440185546875,0.8554641604423523,0.4483518600463867
5,0.9185938239097595,0.2445075511932373,0.8566392660140991,0.4440672993659973
6,0.9279270172119141,0.2209496647119522,0.858401894569397,0.43441230058670044
7,0.9353935718536377,0.19990848004817963,0.8525264263153076,0.4465397596359253
8,0.9429637789726257,0.18164066970348358,0.858989417552948,0.4508674144744873
9,0.9477341175079346,0.16597139835357666,0.859576940536499,0.4443240463733673
10,0.9518821835517883,0.15431815385818481,0.8566392660140991,0.4484986364841461
11,0.9590376615524292,0.14302654564380646,0.8542890548706055,0.450721800327301
