,accuracy,loss,val_accuracy,val_loss
0,0.7074561715126038,0.9063521027565002,0.8213865756988525,0.5478911399841309
1,0.8472467064857483,0.46563300490379333,0.8419506549835205,0.504009485244751
2,0.8777351379394531,0.3712402284145355,0.8472385406494141,0.45521339774131775
3,0.8982681632041931,0.31400346755981445,0.8613396286964417,0.4364528954029083
4,0.9110235571861267,0.27231964468955994,0.8554641604423523,0.43906596302986145
5,0.9199419021606445,0.24338780343532562,0.8513513803482056,0.44749367237091064
6,0.9304158687591553,0.21664433181285858,0.8613396286964417,0.4432412087917328
7,0.9346676468849182,0.19706013798713684,0.8607520461082458,0.433052122592926
8,0.9437934160232544,0.1793680191040039,0.8578143119812012,0.44295981526374817
9,0.950326681137085,0.1651066690683365,0.8619271516799927,0.4335310757160187
10,0.9549932479858398,0.15214307606220245,0.8642773032188416,0.44309356808662415
11,0.955511748790741,0.14307013154029846,0.859576940536499,0.45146387815475464
12,0.9614228010177612,0.1315753161907196,0.8578143119812012,0.45437783002853394
