,accuracy,loss,val_accuracy,val_loss
0,0.6999896168708801,0.9516993165016174,0.8049353957176208,0.5817373394966125
1,0.8445504307746887,0.4742872714996338,0.8354876637458801,0.5058929920196533
2,0.873794436454773,0.37833067774772644,0.8413631319999695,0.48180487751960754
3,0.8897646069526672,0.3195508122444153,0.8525264263153076,0.45654237270355225
4,0.9067717790603638,0.2797626256942749,0.8578143119812012,0.44250017404556274
5,0.9205641150474548,0.24510030448436737,0.8625146746635437,0.4401032328605652
6,0.9279270172119141,0.22048412263393402,0.8619271516799927,0.4456026256084442
7,0.9361194372177124,0.20042090117931366,0.8625146746635437,0.4437045753002167
8,0.9443119168281555,0.18019013106822968,0.8566392660140991,0.4468618333339691
9,0.9477341175079346,0.1674063503742218,0.8625146746635437,0.4537917673587799
10,0.9538525342941284,0.1546468287706375,0.8519389033317566,0.45611539483070374
