,accuracy,loss,val_accuracy,val_loss
0,0.11199834197759628,2.26849102973938,0.16803760826587677,2.213238477706909
1,0.14362749457359314,2.153385877609253,0.14571093022823334,2.1744439601898193
2,0.17432335019111633,2.0787744522094727,0.18742655217647552,2.071629285812378
3,0.2103080004453659,2.020167827606201,0.24559341371059418,2.0105042457580566
4,0.24338898062705994,1.9686213731765747,0.32256168127059937,1.9361000061035156
5,0.2782329022884369,1.9152787923812866,0.34723854064941406,1.8572243452072144
6,0.3280099630355835,1.8403664827346802,0.3836662769317627,1.7659300565719604
7,0.3479207754135132,1.7937591075897217,0.41010576486587524,1.705272912979126
8,0.36420202255249023,1.7588987350463867,0.40951821208000183,1.656541347503662
9,0.3901275396347046,1.7079476118087769,0.47003525495529175,1.6124978065490723
10,0.39790523052215576,1.6760764122009277,0.4012925922870636,1.6664454936981201
11,0.4098309576511383,1.6497472524642944,0.4641598165035248,1.5684795379638672
12,0.42746034264564514,1.6156529188156128,0.46357226371765137,1.566887378692627
13,0.443845272064209,1.5658130645751953,0.4958871901035309,1.4944665431976318
14,0.4505859315395355,1.5508373975753784,0.4576968252658844,1.560619831085205
15,0.4636524021625519,1.5213003158569336,0.5170387625694275,1.4524672031402588
16,0.4749559164047241,1.502550482749939,0.5188013911247253,1.417407751083374
17,0.4915482699871063,1.4690557718276978,0.46709752082824707,1.5177606344223022
18,0.5034739971160889,1.4389926195144653,0.5252643823623657,1.3810653686523438
19,0.5107331871986389,1.408937931060791,0.5599294900894165,1.3200139999389648
20,0.5267032980918884,1.3720347881317139,0.5229142308235168,1.374414324760437
21,0.5390438437461853,1.3391029834747314,0.52173912525177,1.3944414854049683
22,0.5487918853759766,1.3024002313613892,0.5716803669929504,1.2936546802520752
23,0.5522140264511108,1.2868170738220215,0.5446533560752869,1.3587970733642578
24,0.5631027817726135,1.2695232629776,0.5752056241035461,1.251994252204895
25,0.5707767009735107,1.239786982536316,0.5810810923576355,1.2618815898895264
26,0.5869542956352234,1.2181499004364014,0.5828437209129333,1.2513540983200073
27,0.5960800647735596,1.1788865327835083,0.5945945978164673,1.2474732398986816
28,0.5930727124214172,1.1745972633361816,0.6034077405929565,1.1949312686920166
29,0.6151612401008606,1.1232020854949951,0.597532331943512,1.2082616090774536
